date,source,frequency,expected_daily,crawl_status,candidates_seen,pages_fetched,article_count,unique_articles,duplicate_articles,usable_articles,usable_rate,incomplete_articles,short_articles,content_chars_min,content_chars_median,content_chars_max,previous_count,baseline_median_7d,ratio_to_baseline,zero_streak_days,anomaly_level,anomaly_codes,anomaly_reason,updated_at
2026-06-18,Informationsdienst Wissenschaft-idw,工作日,true,historical,,,2,2,0,0,0.0000,2,0,6746,7044,7343,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,MIT Technology Review,实时,true,historical,,,3,3,0,0,0.0000,3,0,5777,5794,19388,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,Renewables Now,工作日,true,historical,,,2,2,0,0,0.0000,2,0,2834,3043,3253,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,Supply Chain Digital,实时,true,historical,,,2,2,0,0,0.0000,2,0,3188,4211,5234,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,electrive,工作日,true,historical,,,3,3,0,0,0.0000,3,0,2406,2874,3218,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,interesting engineering,实时,true,historical,,,1,1,0,0,0.0000,1,0,4657,4657,4657,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,pv magazine,实时,true,historical,,,10,10,0,0,0.0000,10,0,2039,3196,4472,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,scitechdaily,实时,true,historical,,,11,11,0,0,0.0000,11,0,3579,5748,7571,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,the information,实时,true,historical,,,11,11,0,0,0.0000,11,11,19,19,105,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,新华网科技,工作日,true,historical,,,7,7,0,0,0.0000,7,0,962,1635,2110,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,索比光伏,工作日,true,historical,,,4,4,0,0,0.0000,4,0,523,998,1447,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-18,索比光伏-综合新闻,工作日,true,historical,,,6,6,0,0,0.0000,6,1,399,1154,5274,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,Battery Tech Online,低频,false,historical,,,1,1,0,0,0.0000,1,0,5257,5257,5257,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,ESS News,工作日,true,historical,,,3,3,0,0,0.0000,3,0,1333,1473,2258,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,Electrek,实时,true,historical,,,6,6,0,0,0.0000,6,0,1666,3987,6516,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,Hydrogen Tech World,周度,false,historical,,,1,1,0,0,0.0000,1,1,47,47,47,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,IT之家,实时,true,historical,,,20,20,0,0,0.0000,20,3,236,718,2167,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,Informationsdienst Wissenschaft-idw,工作日,true,historical,,,1,1,0,0,0.0000,1,0,5831,5831,5831,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,MIT Technology Review,实时,true,historical,,,4,4,0,0,0.0000,4,0,5352,8520,18136,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,Renewables Now,工作日,true,historical,,,2,2,0,0,0.0000,2,0,3255,3318,3382,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,Supply Chain Digital,实时,true,historical,,,2,2,0,0,0.0000,2,0,3891,4051,4211,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,electrive,工作日,true,historical,,,1,1,0,0,0.0000,1,0,4204,4204,4204,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,interesting engineering,实时,true,historical,,,6,6,0,0,0.0000,6,0,4894,5185,5420,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,pv magazine,实时,true,historical,,,10,10,0,0,0.0000,10,0,1473,3597,8553,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,scitechdaily,实时,true,historical,,,12,12,0,0,0.0000,12,0,3873,6304,7752,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-19,the information,实时,true,historical,,,10,10,0,0,0.0000,10,10,19,50,119,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-20,Batteries International,实时（新闻资讯）+季度（新闻整合）,false,historical,,,9,9,0,0,0.0000,9,0,1230,2015,2675,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-20,Informationsdienst Wissenschaft-idw,工作日,false,historical,,,1,1,0,0,0.0000,1,0,5652,5652,5652,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-20,Supply Chain Digital,实时,true,historical,,,2,2,0,0,0.0000,2,0,3326,3711,4097,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-20,pv magazine,实时,true,historical,,,1,1,0,0,0.0000,1,0,1066,1066,1066,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-20,scitechdaily,实时,true,historical,,,7,7,0,0,0.0000,7,0,4195,6027,7680,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-20,the information,实时,true,historical,,,4,4,0,0,0.0000,4,4,19,19,19,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,Batteries International,实时（新闻资讯）+季度（新闻整合）,false,historical,,,1,1,0,0,0.0000,1,0,5688,5688,5688,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,ESS News,工作日,true,historical,,,5,5,0,0,0.0000,5,0,1251,2090,2859,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,Electrek,实时,true,historical,,,7,7,0,0,0.0000,7,0,2832,4477,6166,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,Hydrogen Tech World,周度,false,historical,,,1,1,0,0,0.0000,1,1,53,53,53,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,IT之家,实时,true,historical,,,15,15,0,0,0.0000,15,3,335,604,950,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,MIT Technology Review,实时,true,historical,,,2,2,0,0,0.0000,2,0,5737,12572,19408,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,Supply Chain Digital,实时,true,historical,,,2,2,0,0,0.0000,2,0,3383,5295,7208,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,electrive,工作日,true,historical,,,1,1,0,0,0.0000,1,0,2730,2730,2730,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,interesting engineering,实时,true,historical,,,8,8,0,0,0.0000,8,0,4900,5668,6529,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,pv magazine,实时,true,historical,,,10,10,0,0,0.0000,10,0,2003,3257,5804,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,scitechdaily,实时,true,historical,,,9,9,0,0,0.0000,9,0,4532,6792,7692,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,the information,实时,true,historical,,,9,9,0,0,0.0000,9,9,19,19,110,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,新华网科技,工作日,true,historical,,,10,10,0,0,0.0000,10,3,172,1403,5396,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,索比光伏,工作日,true,historical,,,2,2,0,0,0.0000,2,1,256,970,1684,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-22,索比光伏-综合新闻,工作日,true,historical,,,6,6,0,0,0.0000,6,4,72,365,594,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,Batteries International,实时（新闻资讯）+季度（新闻整合）,false,historical,,,1,1,0,0,0.0000,1,0,6366,6366,6366,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,ESS News,工作日,true,historical,,,5,5,0,0,0.0000,5,0,1354,2038,6576,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,Electrek,实时,true,historical,,,4,4,0,0,0.0000,4,0,2980,6702,14755,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,IT之家,实时,true,historical,,,20,20,0,0,0.0000,20,5,334,656,1621,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,Informationsdienst Wissenschaft-idw,工作日,true,historical,,,3,3,0,0,0.0000,3,0,2760,4302,4595,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,MIT Technology Review,实时,true,historical,,,3,3,0,0,0.0000,3,0,1383,6161,30151,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,Renewables Now,工作日,true,historical,,,1,1,0,0,0.0000,1,0,3188,3188,3188,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,Supply Chain Digital,实时,true,historical,,,3,3,0,0,0.0000,3,0,3659,5112,5176,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,electrive,工作日,true,historical,,,2,2,0,0,0.0000,2,0,2898,3172,3447,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,interesting engineering,实时,true,historical,,,8,8,0,0,0.0000,8,0,4894,5734,6566,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,pv magazine,实时,true,historical,,,10,10,0,0,0.0000,10,0,979,3450,4842,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,scitechdaily,实时,true,historical,,,14,14,0,0,0.0000,14,0,4623,5793,8524,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,the information,实时,true,historical,,,11,11,0,0,0.0000,11,11,19,88,111,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,中国电力新闻网-新能源,工作日,true,historical,,,4,2,2,0,0.0000,4,0,1097,1186,1275,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,新华网科技,工作日,true,historical,,,11,11,0,0,0.0000,11,2,305,1141,2704,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,索比光伏,工作日,true,historical,,,1,1,0,0,0.0000,1,0,714,714,714,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-23,索比光伏-综合新闻,工作日,true,historical,,,10,10,0,0,0.0000,10,3,68,726,4294,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,Batteries International,实时（新闻资讯）+季度（新闻整合）,false,historical,,,2,2,0,0,0.0000,2,0,6293,8271,10249,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,Battery Tech Online,低频,false,historical,,,1,1,0,0,0.0000,1,0,8467,8467,8467,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,BloombergNEF Press,月度,false,historical,,,1,1,0,0,0.0000,1,0,3450,3450,3450,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,ESS News,工作日,true,historical,,,4,4,0,0,0.0000,4,0,1869,2661,3477,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,Electrek,实时,true,historical,,,7,7,0,0,0.0000,7,0,2513,5139,14755,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,Hydrogen Tech World,周度,false,historical,,,2,2,0,0,0.0000,2,2,48,51,54,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,IT之家,实时,true,historical,,,18,18,0,0,0.0000,18,6,104,688,1118,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,Informationsdienst Wissenschaft-idw,工作日,true,historical,,,1,1,0,0,0.0000,1,0,5977,5977,5977,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,MIT Technology Review,实时,true,historical,,,6,6,0,0,0.0000,6,0,2779,5006,8344,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,Renewables Now,工作日,true,historical,,,1,1,0,0,0.0000,1,0,2927,2927,2927,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,Supply Chain Digital,实时,true,historical,,,2,2,0,0,0.0000,2,0,4025,4830,5635,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,interesting engineering,实时,true,historical,,,8,8,0,0,0.0000,8,0,4659,5358,5722,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,pv magazine,实时,true,historical,,,10,10,0,0,0.0000,10,0,1096,4208,4968,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,scitechdaily,实时,true,historical,,,8,8,0,0,0.0000,8,0,4165,5047,6006,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,the information,实时,true,historical,,,12,12,0,0,0.0000,12,12,19,52,124,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,新华网科技,工作日,true,historical,,,8,8,0,0,0.0000,8,4,249,912,2200,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-24,索比光伏-综合新闻,工作日,true,historical,,,9,9,0,0,0.0000,9,3,309,777,2609,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,Battery Tech Online,低频,false,historical,,,2,2,0,0,0.0000,2,0,4316,7291,10266,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,ESS News,工作日,true,historical,,,2,2,0,0,0.0000,2,0,3129,3176,3224,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,Electrek,实时,true,historical,,,6,6,0,0,0.0000,6,0,2811,4712,14755,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,Hydrogen Tech World,周度,false,historical,,,1,1,0,0,0.0000,1,1,60,60,60,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,IT之家,实时,true,historical,,,17,17,0,0,0.0000,17,7,252,588,1529,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,Informationsdienst Wissenschaft-idw,工作日,true,historical,,,4,4,0,0,0.0000,4,0,2783,4683,9432,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,MIT Technology Review,实时,true,historical,,,4,4,0,0,0.0000,4,0,3609,5161,7157,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,Renewables Now,工作日,true,historical,,,3,3,0,0,0.0000,3,0,3188,3268,3285,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,Supply Chain Digital,实时,true,historical,,,5,5,0,0,0.0000,5,0,3636,5012,6434,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,electrive,工作日,true,historical,,,2,2,0,0,0.0000,2,0,2501,2878,3256,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,interesting engineering,实时,true,historical,,,6,6,0,0,0.0000,6,0,4449,4921,5720,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,pv magazine,实时,true,historical,,,10,10,0,0,0.0000,10,0,834,4099,4863,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,scitechdaily,实时,true,historical,,,13,13,0,0,0.0000,13,0,3408,5753,7905,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,the information,实时,true,historical,,,12,12,0,0,0.0000,12,11,19,60,4133,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,新华网科技,工作日,true,historical,,,15,15,0,0,0.0000,15,5,349,829,2474,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,索比光伏,工作日,true,historical,,,1,1,0,0,0.0000,1,0,743,743,743,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-25,索比光伏-综合新闻,工作日,true,historical,,,10,10,0,0,0.0000,10,5,29,474,1209,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,ESS News,工作日,true,historical,,,4,4,0,0,0.0000,4,0,1052,1305,5350,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,Electrek,实时,true,historical,,,7,7,0,0,0.0000,7,0,2730,4848,14755,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,Hydrogen Tech World,周度,false,historical,,,2,2,0,0,0.0000,2,2,54,55,57,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,IT之家,实时,true,historical,,,18,18,0,0,0.0000,18,4,287,712,1507,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,MIT Technology Review,实时,true,historical,,,2,2,0,0,0.0000,2,0,5531,6084,6637,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,Renewables Now,工作日,true,historical,,,2,2,0,0,0.0000,2,0,3090,3131,3172,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,Supply Chain Digital,实时,true,historical,,,2,2,0,0,0.0000,2,0,3363,3716,4070,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,electrive,工作日,true,historical,,,2,2,0,0,0.0000,2,0,3091,3128,3165,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,interesting engineering,实时,true,historical,,,4,4,0,0,0.0000,4,0,4798,5548,5978,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,pv magazine,实时,true,historical,,,10,10,0,0,0.0000,10,0,1926,4867,8821,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,scitechdaily,实时,true,historical,,,8,8,0,0,0.0000,8,0,5204,6416,9608,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,the information,实时,true,historical,,,10,10,0,0,0.0000,10,10,19,19,124,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,新华网科技,工作日,true,historical,,,8,8,0,0,0.0000,8,1,399,1383,5281,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,索比光伏,工作日,true,historical,,,2,2,0,0,0.0000,2,0,2341,2633,2926,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-26,索比光伏-综合新闻,工作日,true,historical,,,6,6,0,0,0.0000,6,4,284,376,5048,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-27,Battery Tech Online,低频,false,historical,,,2,2,0,0,0.0000,2,0,7712,8935,10159,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-27,Electrek,实时,true,historical,,,1,1,0,0,0.0000,1,0,4487,4487,4487,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-27,Supply Chain Digital,实时,true,historical,,,2,2,0,0,0.0000,2,0,3027,3333,3639,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-27,pv magazine,实时,true,historical,,,1,1,0,0,0.0000,1,0,1210,1210,1210,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-27,scitechdaily,实时,true,historical,,,7,7,0,0,0.0000,7,0,4049,5778,10088,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-27,the information,实时,true,historical,,,10,10,0,0,0.0000,10,10,19,56,110,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,Batteries International,实时（新闻资讯）+季度（新闻整合）,false,historical,,,10,10,0,0,0.0000,10,0,1390,2341,7744,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,ESS News,工作日,true,historical,,,2,2,0,0,0.0000,2,0,1480,2596,3712,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,Electrek,实时,true,historical,,,5,5,0,0,0.0000,5,0,3945,4693,6052,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,IT之家,实时,true,historical,,,11,11,0,0,0.0000,11,6,206,473,1035,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,MIT Technology Review,实时,true,historical,,,2,2,0,0,0.0000,2,0,4841,5246,5651,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,Renewables Now,工作日,true,historical,,,2,2,0,0,0.0000,2,0,3205,3312,3420,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,Supply Chain Digital,实时,true,historical,,,4,4,0,0,0.0000,4,0,3897,4318,4650,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,electrive,工作日,true,historical,,,1,1,0,0,0.0000,1,0,2761,2761,2761,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,interesting engineering,实时,true,historical,,,7,7,0,0,0.0000,7,0,4376,5037,5865,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,pv magazine,实时,true,historical,,,10,10,0,0,0.0000,10,0,1755,2950,4735,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,scitechdaily,实时,true,historical,,,9,9,0,0,0.0000,9,0,3554,5542,8026,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,the information,实时,true,historical,,,9,9,0,0,0.0000,9,9,19,19,122,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,中国电力新闻网-科技,工作日,true,historical,,,2,1,1,0,0.0000,2,0,734,1604,2475,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,新华网科技,工作日,true,historical,,,14,14,0,0,0.0000,14,5,340,1218,2912,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-29,索比光伏-综合新闻,工作日,true,historical,,,6,6,0,0,0.0000,6,6,153,332,431,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,Ammonia Energy Association,周度,false,historical,,,3,3,0,0,0.0000,3,3,61,78,144,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,ESS News,工作日,true,historical,,,7,7,0,0,0.0000,7,0,800,1734,4591,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,Electrek,实时,true,historical,,,4,4,0,0,0.0000,4,0,2847,4444,7105,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,Hydrogen Tech World,周度,false,historical,,,2,2,0,0,0.0000,2,2,62,64,66,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,IT之家,实时,true,historical,,,20,20,0,0,0.0000,20,10,213,497,1767,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,MIT Technology Review,实时,true,historical,,,3,3,0,0,0.0000,3,0,6583,6720,8592,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,Renewables Now,工作日,true,historical,,,3,3,0,0,0.0000,3,0,3189,3231,3315,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,Supply Chain Digital,实时,true,historical,,,3,3,0,0,0.0000,3,0,4029,4130,4378,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,electrive,工作日,true,historical,,,2,2,0,0,0.0000,2,0,2694,2991,3288,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,interesting engineering,实时,true,historical,,,10,10,0,0,0.0000,10,0,3916,4946,6884,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,pv magazine,实时,true,historical,,,10,10,0,0,0.0000,10,0,2521,4309,10512,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,scitechdaily,实时,true,historical,,,9,9,0,0,0.0000,9,0,4167,6614,7354,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,the information,实时,true,historical,,,10,10,0,0,0.0000,10,10,19,56,121,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,中国电力新闻网-新能源,工作日,true,historical,,,2,1,1,0,0.0000,2,0,1333,1333,1333,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,新华网科技,工作日,true,historical,,,7,7,0,0,0.0000,7,3,337,1107,2375,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,索比光伏,工作日,true,historical,,,2,2,0,0,0.0000,2,0,605,675,746,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-06-30,索比光伏-综合新闻,工作日,true,historical,,,10,10,0,0,0.0000,10,5,65,476,11580,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,Ammonia Energy Association,周度,false,historical,,,1,1,0,0,0.0000,1,1,156,156,156,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,ESS News,工作日,true,historical,,,10,10,0,0,0.0000,10,0,605,2478,4691,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,Electrek,实时,true,historical,,,5,5,0,0,0.0000,5,0,2295,3357,7820,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,Hydrogen Tech World,周度,false,historical,,,1,1,0,0,0.0000,1,1,66,66,66,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,IT之家,实时,true,historical,,,20,20,0,0,0.0000,20,9,188,516,1077,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,Informationsdienst Wissenschaft-idw,工作日,true,historical,,,2,2,0,0,0.0000,2,0,6088,6568,7049,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,MIT Technology Review,实时,true,historical,,,2,2,0,0,0.0000,2,0,6495,7921,9347,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,Renewables Now,工作日,true,historical,,,2,2,0,0,0.0000,2,0,3008,3192,3376,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,Supply Chain Digital,实时,true,historical,,,3,3,0,0,0.0000,3,1,80,4794,8449,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,electrive,工作日,true,historical,,,2,2,0,0,0.0000,2,0,2221,2997,3773,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,interesting engineering,实时,true,historical,,,8,8,0,0,0.0000,8,0,4527,5122,5776,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,pv magazine,实时,true,historical,,,10,10,0,0,0.0000,10,0,1594,2841,5463,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,scitechdaily,实时,true,historical,,,11,11,0,0,0.0000,11,0,3951,6382,10222,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,the information,实时,true,historical,,,19,19,0,0,0.0000,19,19,19,95,148,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,中国电力新闻网-新能源,工作日,true,historical,,,2,1,1,0,0.0000,2,0,967,967,967,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,中国电力新闻网-科技,工作日,true,historical,,,8,5,3,0,0.0000,8,0,622,811,1350,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,新华网科技,工作日,true,historical,,,9,9,0,0,0.0000,9,2,306,1414,4006,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-01,索比光伏-综合新闻,工作日,true,historical,,,9,9,0,0,0.0000,9,5,134,470,1884,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-02,Ammonia Energy Association,周度,false,historical,,,1,1,0,0,0.0000,1,1,136,136,136,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-02,Batteries International,实时（新闻资讯）+季度（新闻整合）,false,historical,,,10,10,0,0,0.0000,10,0,1316,1720,3697,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-02,Battery Tech Online,低频,false,historical,,,3,3,0,0,0.0000,3,0,4284,6387,9450,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-02,ESS News,工作日,true,historical,,,6,6,0,0,0.0000,6,0,1297,1580,3010,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-02,Electrek,实时,true,historical,,,8,8,0,0,0.0000,8,0,2843,4569,6342,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-02,Hydrogen Tech World,周度,false,historical,,,1,1,0,0,0.0000,1,1,69,69,69,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-02,IT之家,实时,true,historical,,,20,20,0,0,0.0000,20,9,203,515,2538,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-02,Informationsdienst Wissenschaft-idw,工作日,true,historical,,,2,2,0,0,0.0000,2,0,6522,6755,6988,,,,,,,,2026-08-07T10:06:41.148574+08:00
2026-07-02,MIT Technology Review,实时,true,historical,,,4,4,0,0,0.0000,4,0,2759,5410,25296,,,,,,,,2026-08-07T10:06:41.148574+08:00
